Sr. No.,State,Branch Name,Client id,Center Name,Loan Id,Loan Amount,Net Deduct,Interest Collection,Pre Pay Amount,Net Amount,Date,Transaction date
14224,Madhya Pradesh,JIRAPUR,4637661,YASHWANTPURA A,3621765,50000,3797,0,0,46203,24-07-2024,24-07-2024
14225,Madhya Pradesh,JIRAPUR,4638345,Laxmanpura Pss,3621928,50000,3797,0,0,46203,24-07-2024,24-07-2024
14226,Madhya Pradesh,JIRAPUR,4639187,BARKHEDAA,3624646,50000,3797,0,0,46203,24-07-2024,24-07-2024
14227,Gujarat,Kapadvanj,3087795,CHELJINA MUVADA A,3624776,85000,5785,201,28268,50746,24-07-2024,24-07-2024
14228,Gujarat,Kapadvanj,4643592,Bhatera bhathijina mandir pachhad,3624559,60000,4316,0,0,55684,24-07-2024,24-07-2024
14229,Uttar Pradesh,Kasganj,4637196,Neoli B,3622455,50000,3797,0,0,46203,24-07-2024,24-07-2024
14230,Uttar Pradesh,Kasganj,4638372,Neoli B,3622459,40000,3278,0,0,36722,24-07-2024,24-07-2024
14231,Uttar Pradesh,Kasganj,4638633,Neoli B,3622460,40000,3278,0,0,36722,24-07-2024,24-07-2024
14232,Odisha,Keonjhar,4146362,KHUDAPOSI E,3623133,50000,3797,0,0,46203,24-07-2024,24-07-2024
14233,Odisha,Keonjhar,4581728,Silisuan Jhumpura B,3600568,50000,3797,0,0,46203,24-07-2024,24-07-2024
14234,Odisha,Keonjhar,4610595,KHUDAPOSI E,3610506,50000,3797,0,0,46203,24-07-2024,24-07-2024
14235,Odisha,Keonjhar,4610630,KHUDAPOSI E,3610507,50000,3797,0,0,46203,24-07-2024,24-07-2024
14236,Odisha,Keonjhar,4636613,Silisuan Jhumpura B,3624279,50000,3797,0,0,46203,24-07-2024,24-07-2024
14237,Odisha,Keonjhar,4645322,Silisuan Jhumpura B,3624282,50000,3797,0,0,46203,24-07-2024,24-07-2024
14238,Uttar Pradesh,Khair,4534547,KIRATPUR NIMANA A,3623705,50000,3797,0,0,46203,24-07-2024,24-07-2024
14239,Uttar Pradesh,Khair,4547443,KIRATPUR NIMANA A,3623706,40000,3278,0,0,36722,24-07-2024,24-07-2024
14240,Uttar Pradesh,Khair,4553590,KIRATPUR NIMANA A,3623707,50000,3797,0,0,46203,24-07-2024,24-07-2024
14241,Uttar Pradesh,Khair,4568103,KIRATPUR NIMANA A,3623708,50000,3797,0,0,46203,24-07-2024,24-07-2024
14242,Uttar Pradesh,Khatauli,4488455,kanora B,3611323,50000,3797,0,0,46203,24-07-2024,24-07-2024
14243,Uttar Pradesh,Khatauli,4495305,chirori  A,3611860,40000,3278,0,0,36722,24-07-2024,24-07-2024
14244,Uttar Pradesh,Khatauli,4606105,kanora B,3611325,50000,3797,0,0,46203,24-07-2024,24-07-2024
14245,Uttar Pradesh,Khatauli,4613083,chirori  A,3611861,50000,3797,0,0,46203,24-07-2024,24-07-2024
14246,Uttar Pradesh,Khatauli,4633172,chirori  A,3623120,40000,3278,0,0,36722,24-07-2024,24-07-2024
14247,Uttar Pradesh,Khatauli,4638783,kanora B,3622376,50000,3797,0,0,46203,24-07-2024,24-07-2024
14248,Uttar Pradesh,Khatauli,4638890,kanora B,3622377,40000,3278,0,0,36722,24-07-2024,24-07-2024
14249,Rajasthan,Khatushyamji,3007751,renu kriro ki dhani,3623600,85000,5785,124,29115,49976,24-07-2024,24-07-2024
14250,Gujarat,Kheda,3012057,Tranja G,3624799,85000,5785,127,25436,53652,24-07-2024,24-07-2024
14251,Rajasthan,Kherli,2040348,MALAWALI ABC,3624948,85000,5785,10,1202,78003,24-07-2024,24-07-2024
14252,Rajasthan,Kherli,2371726,Meena mohalla pawta center ab,3625258,85000,5785,96,14976,64143,24-07-2024,24-07-2024
14253,Odisha,Khordha,4451503,Gangapada,3624597,50000,2341,0,0,47659,24-07-2024,24-07-2024
14254,Odisha,Khordha,4522713,ghoradia B,3622743,40000,3278,0,0,36722,24-07-2024,24-07-2024
14255,Odisha,Khordha,4522795,ghoradia B,3622742,40000,3278,0,0,36722,24-07-2024,24-07-2024
14256,Odisha,Khordha,4523019,ghoradia B,3622740,40000,3278,0,0,36722,24-07-2024,24-07-2024
14257,Uttar Pradesh,Kiraoli,4640722,janutha a,3623361,50000,3797,0,0,46203,24-07-2024,24-07-2024
14258,Uttar Pradesh,Kiraoli,4640907,janutha a,3623359,40000,3278,0,0,36722,24-07-2024,24-07-2024
14259,Uttar Pradesh,Kiraoli,4641365,janutha a,3623357,40000,3278,0,0,36722,24-07-2024,24-07-2024
14260,Haryana,KOSLI,4644309,Akehri MadanpurBKB,3624130,50000,3797,0,0,46203,24-07-2024,24-07-2024
14261,Rajasthan,Kota,3323095,nayagav bheel basti,3623570,85000,5785,121,34009,45085,24-07-2024,24-07-2024
14262,Rajasthan,Kota,4645042,Nayapura shiv ji ke mandir ke pass Nayapura,3624032,60000,4316,0,0,55684,24-07-2024,24-07-2024
14263,Gujarat,Limdi,1379458,Amba kapari faliyu   ABCDE,3625212,100000,6594,108,16871,76427,24-07-2024,24-07-2024
14264,Gujarat,Limdi,3244805,Maji Sarpanch Faliyu Chhapari,3624929,85000,5785,196,34443,44576,24-07-2024,24-07-2024
14265,Gujarat,Limdi,4594893,Bhuri kotedi faliyu Amba 2,3607339,60000,4316,0,0,55684,24-07-2024,24-07-2024
14266,Gujarat,Limdi,4600213,Bhuri kotedi faliyu Amba 2,3607340,60000,4316,0,0,55684,24-07-2024,24-07-2024
14267,Gujarat,Limdi2,2042233,Khajur faliyu Itava,3625125,85000,5785,7,1475,77733,24-07-2024,24-07-2024
14268,Gujarat,Limdi2,2043296,Khajur faliyu Itava,3625184,85000,5785,30,6107,73078,24-07-2024,24-07-2024
14269,Gujarat,Limdi2,2132981,MALVASI TALAV FALIYU P SR,3623257,85000,5785,110,9108,69997,24-07-2024,24-07-2024
14270,Gujarat,Limdi2,2307091,Malvasi Chora Faliyu RS,3624812,85000,5785,129,10692,68394,24-07-2024,24-07-2024
14271,Gujarat,Limkheda,2102592,Patel Faliyu Kakri Dungari GN,3624483,100000,6594,35,5439,87932,24-07-2024,24-07-2024
14272,Gujarat,Limkheda,3048261,Khirkhi Gadiya Faliyu,3623859,85000,5785,146,29342,49727,24-07-2024,24-07-2024
14273,Gujarat,Limkheda,3071014,Bamniya Faliyu Bhimpura,3624686,85000,5785,227,28946,50042,24-07-2024,24-07-2024
14274,Gujarat,Limkheda,3112248,NISHAL FALIYU VISLANGA P,3622432,85000,5785,361,28155,50699,24-07-2024,24-07-2024
14275,Gujarat,Limkheda,4645456,patel faliyu kakari dungari,3624490,60000,4316,0,0,55684,24-07-2024,24-07-2024
14276,Rajasthan,Losal,2802559,Binjasi rajputo ki dhani,3624849,85000,5785,214,23074,55927,24-07-2024,24-07-2024
14277,Rajasthan,Losal,3087319,Sangliya02,3623095,85000,5785,358,27927,50930,24-07-2024,24-07-2024
14278,Rajasthan,Losal,4640839,Chitawa dhani,3623226,50000,3797,0,0,46203,24-07-2024,24-07-2024
14279,Rajasthan,Losal,4640955,Chitawa dhani,3623228,50000,3797,0,0,46203,24-07-2024,24-07-2024
14280,Rajasthan,Losal,4641033,Chitawa dhani,3623229,50000,3797,0,0,46203,24-07-2024,24-07-2024
14281,Gujarat,Lunawada,831141,Bariya Na Timba Mudavadekh A,3624952,85000,5785,427,35246,43542,24-07-2024,24-07-2024
14282,Rajasthan,Mahwa,2391279,Jatav mohalla kirawali,3621999,85000,5785,84,14725,64406,24-07-2024,24-07-2024
14283,Rajasthan,Mahwa,3213207,Chhokarwara aaaa,3624768,85000,5785,110,31033,48072,24-07-2024,24-07-2024
14284,Rajasthan,Mahwa,4574175,Goya ka bas balaheri,3623496,60000,4316,0,0,55684,24-07-2024,24-07-2024
14285,Rajasthan,Mahwa,4642069,Goya ka bas balaheri,3623495,60000,4316,0,0,55684,24-07-2024,24-07-2024
14286,Rajasthan,Malpura,4640594,Kacholiya AB,3622908,50000,3797,0,0,46203,24-07-2024,24-07-2024
14287,Rajasthan,Mandalgarh,861879,GheoriyaB2,3623948,100000,6594,207,22307,70892,24-07-2024,24-07-2024
14288,Rajasthan,Mandalgarh,1808483,BAGEED A,3621653,60000,4316,0,0,55684,24-07-2024,24-07-2024
14289,Rajasthan,Mandalgarh,1816206,BAGID B,3621654,60000,4316,0,0,55684,24-07-2024,24-07-2024
14290,Rajasthan,Mandalgarh,4540931,HODA MANDALGARH,3623685,50000,3797,0,0,46203,24-07-2024,24-07-2024
14291,Jharkhand,Mandar,4637235,Gurgaon Nauj,3624408,35000,3018,0,0,31982,24-07-2024,24-07-2024
14292,Jharkhand,Mandar,4644217,Rani Tongri,3624193,45000,3537,0,0,41463,24-07-2024,24-07-2024
14293,Madhya Pradesh,Mandla,2920560,Gram Padmi,3620492,75000,5245,260,26072,43423,24-07-2024,24-07-2024
14294,Madhya Pradesh,Mandla,2920646,Gram Padmi,3624336,85000,5785,260,26072,52883,24-07-2024,24-07-2024
14295,Madhya Pradesh,Mandla,4639401,Dhenko bamhni A,3622352,60000,4316,0,0,55684,24-07-2024,24-07-2024
14296,Madhya Pradesh,Mandla,4644506,Gaurachhapar A,3623917,50000,3797,0,0,46203,24-07-2024,24-07-2024
14297,Madhya Pradesh,Mandsaur,2038703,jhangriya AB,3623522,100000,6594,25,5841,87540,24-07-2024,24-07-2024
14298,Madhya Pradesh,Mandsaur,2455661,Jhangariya N,3623523,100000,6594,79,13847,79480,24-07-2024,24-07-2024
14299,Madhya Pradesh,Mandsaur,2955680,Jhangariya N,3618681,85000,5785,149,26189,52877,24-07-2024,24-07-2024
14300,Madhya Pradesh,Mandsaur,3092314,Fatehpur chikli,3618694,85000,5785,139,27815,51261,24-07-2024,24-07-2024
14301,Madhya Pradesh,Mandsaur,4637763,bhalot Cc,3623004,40000,3278,0,0,36722,24-07-2024,24-07-2024
14302,Madhya Pradesh,Mandsaur,4639316,AAKYA g,3622539,50000,3797,0,0,46203,24-07-2024,24-07-2024
14303,Gujarat,Maninagar,1977178,Shiv park society Rabari colonoy,3623692,100000,6594,10,2435,90961,24-07-2024,24-07-2024
14304,Gujarat,Maninagar,2044271,Anmol flat kankatia,3616094,100000,3887,9,1001,95103,24-07-2024,24-07-2024
14305,Gujarat,Maninagar,4643875,INDIRANAGAR ODHAV RCY,3623891,60000,4316,0,0,55684,24-07-2024,24-07-2024
14306,Uttar Pradesh,Mawana,4639682,Saini Ambedkar Murti,3622604,50000,3797,0,0,46203,24-07-2024,24-07-2024
14307,Uttar Pradesh,Mawana,4639883,Saini Ambedkar Murti,3623260,50000,3797,0,0,46203,24-07-2024,24-07-2024
14308,Uttar Pradesh,Mawana,4639931,Saini Ambedkar Murti,3623261,50000,3797,0,0,46203,24-07-2024,24-07-2024
14309,Madhya Pradesh,Meghnagar,2695173,fuledi dungra Faliya,3625231,75000,5245,288,23841,45626,24-07-2024,24-07-2024
14310,Madhya Pradesh,Meghnagar,4189925,PATEL FALIYA BISALPUR,3622592,60000,4316,0,0,55684,24-07-2024,24-07-2024
14311,Madhya Pradesh,Meghnagar,4639170,PATEL FALIYA BISALPUR,3622590,40000,3278,0,0,36722,24-07-2024,24-07-2024
14312,Madhya Pradesh,Meghnagar,4639266,PATEL FALIYA BISALPUR,3622589,60000,4316,0,0,55684,24-07-2024,24-07-2024
14313,Gujarat,Meghraj,1538354,Nishal Faliyu Nava,3623984,60000,4316,0,0,55684,24-07-2024,24-07-2024
14314,Gujarat,Meghraj,2004028,KHOKHARA FALIYU BORVAI a,3623088,75000,5245,10,2847,66898,24-07-2024,24-07-2024
14315,Gujarat,Meghraj,2908384,Navagara  faliyu  mudasi,3623790,85000,5785,150,26420,52645,24-07-2024,24-07-2024
14316,Gujarat,Meghraj,4631264,Vaka khada RS,3621393,60000,4316,0,0,55684,24-07-2024,24-07-2024
14317,Gujarat,Meghraj,4631417,Vaka khada RS,3621397,60000,4316,0,0,55684,24-07-2024,24-07-2024
14318,Gujarat,Meghraj,4640969,Vaka khada RS,3623175,60000,4316,0,0,55684,24-07-2024,24-07-2024
14319,Gujarat,Mora,2046901,NIshal Faliyu Jaldada VN,3624750,85000,5785,60,5304,73851,24-07-2024,24-07-2024
14320,Gujarat,Mora,4620269,Ajanva Narshari Faliyu M,3624911,40000,3278,0,0,36722,24-07-2024,24-07-2024
14321,Gujarat,Mora,4641223,Ajanva Narshari Faliyu M,3624106,60000,4316,0,0,55684,24-07-2024,24-07-2024
14322,Gujarat,Morbi,884117,jikiyary A,3617764,100000,6594,63,10575,82768,24-07-2024,24-07-2024
14323,Gujarat,Morva,1880139,Baria faliyu natapur cd,3623921,60000,4316,0,0,55684,24-07-2024,24-07-2024
14324,Gujarat,Morva,3193457,chhavad Rathod faliyu R,3624949,85000,5785,222,31143,47850,24-07-2024,24-07-2024
14325,Gujarat,Morva,3691962,Bhathiji Mandir Faliyu Gajipur,3623166,60000,4316,0,0,55684,24-07-2024,24-07-2024
14326,Gujarat,Morva,4640976,chora faliyu Natapur,3623168,50000,3797,0,0,46203,24-07-2024,24-07-2024
14327,Gujarat,Morva,4644851,Rasulpur Vanzara Faliyu R,3623986,60000,4316,0,0,55684,24-07-2024,24-07-2024
14328,Uttar Pradesh,Muzaffarnagar,4626725,Kinauni muzaffarnagar,3618300,50000,3797,0,0,46203,24-07-2024,24-07-2024
14329,Uttar Pradesh,Muzaffarnagar,4626861,Kinauni muzaffarnagar,3618299,40000,1993,0,0,38007,24-07-2024,24-07-2024
14330,Uttar Pradesh,Muzaffarnagar,4632299,Aakhlaur Two,3621989,50000,3797,0,0,46203,24-07-2024,24-07-2024
14331,Uttar Pradesh,Muzaffarnagar,4632832,Aakhlaur Two,3621991,40000,3278,0,0,36722,24-07-2024,24-07-2024
14332,Uttar Pradesh,Muzaffarnagar,4633057,Aakhlaur Two,3621992,40000,3278,0,0,36722,24-07-2024,24-07-2024
14333,Uttar Pradesh,Muzaffarnagar,4638767,kinauni four,3623412,40000,3278,0,0,36722,24-07-2024,24-07-2024
14334,Uttar Pradesh,Muzaffarnagar,4638861,kinauni four,3623413,50000,2341,0,0,47659,24-07-2024,24-07-2024
14335,Uttar Pradesh,Muzaffarnagar,4644213,kinauni four,3623744,40000,3278,0,0,36722,24-07-2024,24-07-2024
14336,Gujarat,Nadiad,238309,Santram PURA Navagam,3623518,50000,3797,0,0,46203,24-07-2024,24-07-2024
14337,Gujarat,Nadiad,4430374,Bhanapura Paldi Maholel AB,3623258,60000,4316,0,0,55684,24-07-2024,24-07-2024
14338,Gujarat,Nadiad,4587218,Santram PURA Navagam,3622559,60000,4316,0,0,55684,24-07-2024,24-07-2024
14339,Gujarat,Nadiad,4587651,Santram PURA Navagam,3622560,60000,4316,0,0,55684,24-07-2024,24-07-2024
14340,Gujarat,Nadiad,4626870,Ordipura Road Sim vistar,3624484,60000,4316,0,0,55684,24-07-2024,24-07-2024
14341,Gujarat,Nadiad,4635545,BADHANIYAPURA  AKHDOL,3622203,60000,4316,0,0,55684,24-07-2024,24-07-2024
14342,Rajasthan,Nagor,2158402,siliyana nagaur G,3622980,85000,5785,137,10138,68940,24-07-2024,24-07-2024
14343,Uttar Pradesh,Najibabad,3792806,Issepur Anita,3623670,40000,3278,0,0,36722,24-07-2024,24-07-2024
14344,Uttar Pradesh,Najibabad,4409908,Issepur Anita,3623671,40000,3278,0,0,36722,24-07-2024,24-07-2024
14345,Uttar Pradesh,Najibabad,4641211,rahmapur parul,3624809,50000,3797,0,0,46203,24-07-2024,24-07-2024
14346,Uttar Pradesh,Najibabad,4641606,rahmapur parul,3623897,40000,3278,0,0,36722,24-07-2024,24-07-2024
14347,Uttar Pradesh,Najibabad,4642804,Issepur Anita,3623673,40000,3278,0,0,36722,24-07-2024,24-07-2024
14348,Gujarat,Nakhatrana,4622249,Mafatnagar Two Mau,3620740,60000,4316,0,0,55684,24-07-2024,24-07-2024
14349,Haryana,NARAINGARH,4626660,GOKALGARHg,3621881,50000,3797,0,0,46203,24-07-2024,24-07-2024
14350,Gujarat,Naroda,2970680,Lakshmi Chand Ni Chali Dariyapur,3624950,85000,3394,185,26012,55409,24-07-2024,24-07-2024
14351,Gujarat,Naroda,4617275,Pushpanagar Bhagvati school Bhargavroad,3612981,60000,4316,0,0,55684,24-07-2024,24-07-2024
14352,Gujarat,Naroda,4632998,Bhuvaldi padar para,3622671,60000,4316,0,0,55684,24-07-2024,24-07-2024
14353,Gujarat,Naroda,4634978,Lakshmi Chand Ni Chali Dariyapur,3622133,40000,3278,0,0,36722,24-07-2024,24-07-2024
14354,Gujarat,Naroda,4637222,Sadhi mata Temple Hansol jp,3622134,50000,3797,0,0,46203,24-07-2024,24-07-2024
14355,Odisha,Nayagarh,4637953,panchichiridamanapur nayagarh,3622698,40000,3278,0,0,36722,24-07-2024,24-07-2024
14356,Odisha,Nayagarh,4638362,panchichiridamanapur nayagarh,3622699,40000,3278,0,0,36722,24-07-2024,24-07-2024
14357,Odisha,Nayagarh,4638363,panchichiridamanapur nayagarh,3622700,40000,3278,0,0,36722,24-07-2024,24-07-2024
14358,Rajasthan,Neem Ka Thana,1619488,DEEPPURA AZ,3624818,85000,3394,299,29974,51333,24-07-2024,24-07-2024
14359,Rajasthan,Neem Ka Thana,2327598,chanwara Rp,3625052,85000,5785,152,15229,63834,24-07-2024,24-07-2024
14360,Rajasthan,Nimbahera,1301609,Kesrpura Kanojiya new,3623176,85000,5785,185,43307,35723,24-07-2024,24-07-2024
14361,Odisha,Nischintakoili,4631402,SAURI,3620403,40000,3278,0,0,36722,24-07-2024,24-07-2024
14362,Odisha,Nischintakoili,4631607,SAURI,3620400,40000,3278,0,0,36722,24-07-2024,24-07-2024
14363,Odisha,Nischintakoili,4631787,SAURI,3620399,36000,1853,0,0,34147,24-07-2024,24-07-2024
14364,Odisha,Nischintakoili,4633084,Palada L,3621723,50000,3797,0,0,46203,24-07-2024,24-07-2024
14365,Odisha,Nischintakoili,4633397,Palada L,3621722,50000,3797,0,0,46203,24-07-2024,24-07-2024
14366,Odisha,Nischintakoili,4636926,Palada L,3621721,40000,3278,0,0,36722,24-07-2024,24-07-2024
14367,Rajasthan,Nokha,3483739,dharnok vk,3621558,50000,3797,0,0,46203,24-07-2024,24-07-2024
14368,Rajasthan,Nokha,4634290,seeniyals,3622936,50000,3797,0,0,46203,24-07-2024,24-07-2024
14369,Odisha,Odagaon,4537807,HARIPURR,3623345,40000,3278,0,0,36722,24-07-2024,24-07-2024
14370,Rajasthan,Osian,2585413,ganv bhikamkore,3625366,85000,5785,344,28379,50492,24-07-2024,24-07-2024
14371,Rajasthan,Osian,3135804,mandiyai khurd SP,3614257,85000,5785,228,21315,57672,24-07-2024,24-07-2024
14372,Rajasthan,Padmapur,3239225,THREE BB,3623218,85000,5785,442,34497,44276,24-07-2024,24-07-2024
14373,Rajasthan,Padmapur,4636296,one six f gsp road,3623012,40000,3278,0,0,36722,24-07-2024,24-07-2024
14374,Rajasthan,Padmapur,4645630,5BB  A,3624670,40000,3278,0,0,36722,24-07-2024,24-07-2024
14375,Rajasthan,Pali,2958359,dudli gaon AB,3624789,85000,5785,326,25436,53453,24-07-2024,24-07-2024
14376,Haryana,PANIPAT,4630631,arjun nagar b,3619235,40000,3278,0,0,36722,24-07-2024,24-07-2024
14377,Jharkhand,Panki,4627724,siri kedal,3625108,40000,3278,0,0,36722,24-07-2024,24-07-2024
14378,Jharkhand,Panki,4627867,siri kedal,3622048,40000,3278,0,0,36722,24-07-2024,24-07-2024
14379,Jharkhand,Panki,4634492,siri kedal,3622049,40000,3278,0,0,36722,24-07-2024,24-07-2024
14380,Jharkhand,Panki,4637648,siri kedal,3625109,40000,3278,0,0,36722,24-07-2024,24-07-2024
14381,Jharkhand,Panki,4646279,siri kedal,3624823,35000,3018,0,0,31982,24-07-2024,24-07-2024
14382,Himachal Pradesh,Paonta Sahib,3119892,Nirmala Devi Bharapur,3623695,85000,5785,150,19131,59934,24-07-2024,24-07-2024
14383,Himachal Pradesh,Paonta Sahib,4631674,Mamta Taharpur UP,3619585,50000,3797,0,0,46203,24-07-2024,24-07-2024
14384,Himachal Pradesh,Paonta Sahib,4636569,Mamta Taharpur UP,3621618,40000,3278,0,0,36722,24-07-2024,24-07-2024
14385,Rajasthan,Parbatsar,2336719,Railway poliya ke pas me mithari ab,3623817,85000,5785,149,14976,64090,24-07-2024,24-07-2024
14386,Odisha,Parjang,4637722,Katabahal Nuasahi,3621791,50000,3797,0,0,46203,24-07-2024,24-07-2024
14387,Himachal Pradesh,Parwanoo,4646517,sarangpur mohalla,3624830,50000,3797,0,0,46203,24-07-2024,24-07-2024
14388,Jharkhand,Patan,4639565,Dipauwa,3622696,40000,3278,0,0,36722,24-07-2024,24-07-2024
14389,Jharkhand,Patan,4639685,Dipauwa,3622697,40000,3278,0,0,36722,24-07-2024,24-07-2024
14390,Gujarat,Petlad,1239251,PACHALIPURA  BHATHiji valu,3623643,85000,5785,264,41135,37816,24-07-2024,24-07-2024
14391,Rajasthan,Phagi,957677,mukundpura 02,3624287,50000,3797,0,0,46203,24-07-2024,24-07-2024
14392,Rajasthan,Pilani,3062498,Bhakhran Abc,3623186,85000,5785,132,23133,55950,24-07-2024,24-07-2024
14393,Rajasthan,Pilani,4636494,Mandrella Dk,3624649,60000,4316,0,0,55684,24-07-2024,24-07-2024
14394,Rajasthan,Pilani,4637897,GOTHRA ds,3622083,60000,4316,0,0,55684,24-07-2024,24-07-2024
14395,Rajasthan,Pilani,4640916,sardarpura 10,3624650,60000,4316,0,0,55684,24-07-2024,24-07-2024
14396,Rajasthan,Pilani,4647223,Hamirwas Bas stand,3625006,50000,3797,0,0,46203,24-07-2024,24-07-2024
14397,Gujarat,Piplod,1539915,Nana Aambaliya Vachalu Faliyu,3623483,75000,5245,190,33273,36292,24-07-2024,24-07-2024
14398,Haryana,Pundri,4645168,pai four,3624249,60000,4316,0,0,55684,24-07-2024,24-07-2024
14399,Odisha,Rahama,4620266,Tigiria A,3623514,50000,3797,0,0,46203,24-07-2024,24-07-2024
14400,Odisha,Rahama,4640547,Manikapur A,3623524,50000,3797,0,0,46203,24-07-2024,24-07-2024
14401,Odisha,Rahama,4641229,Manikapur A,3623526,50000,3797,0,0,46203,24-07-2024,24-07-2024
14402,Odisha,Rahama,4641913,Manikapur A,3623528,50000,3797,0,0,46203,24-07-2024,24-07-2024
14403,Odisha,Rahama,4641942,Tigiria A,3623515,50000,2341,0,0,47659,24-07-2024,24-07-2024
14404,Odisha,Rahama,4642295,Tigiria A,3623516,50000,3797,0,0,46203,24-07-2024,24-07-2024
14405,Jharkhand,Rajdhanwar,4524234,gardih Four,3622856,45000,2167,0,0,42833,24-07-2024,24-07-2024
14406,Jharkhand,Rajdhanwar,4638103,bijaysingha,3622552,35000,3018,0,0,31982,24-07-2024,24-07-2024
14407,Jharkhand,Rajdhanwar,4643362,Chandaniyan,3623649,45000,3537,0,0,41463,24-07-2024,24-07-2024
14408,Jharkhand,Rajganj,4618820,Palani Basti,3623482,35000,3018,0,0,31982,24-07-2024,24-07-2024
14409,Jharkhand,Rajganj,4630500,Palani Basti,3622114,35000,1819,0,0,33181,24-07-2024,24-07-2024
14410,Jharkhand,Rajganj,4637872,Palani Basti,3622115,35000,3018,0,0,31982,24-07-2024,24-07-2024
14411,Jharkhand,Rajganj,4645715,topchanchi,3624899,40000,3278,0,0,36722,24-07-2024,24-07-2024
14412,Jharkhand,Rajganj,4645818,topchanchi,3624901,40000,3278,0,0,36722,24-07-2024,24-07-2024
14413,Jharkhand,Rajganj,4645909,topchanchi,3624902,36000,3069,0,0,32931,24-07-2024,24-07-2024
14414,Gujarat,Rajkot,1489316,RAIYA MB,3624890,85000,5785,322,41135,37758,24-07-2024,24-07-2024
14415,Gujarat,Rajkot,4629744,Gauridad Abc,3622238,60000,4316,0,0,55684,24-07-2024,24-07-2024
14416,Rajasthan,Rajsamand,4640810,punawali y 1,3623140,40000,3278,0,0,36722,24-07-2024,24-07-2024
14417,Rajasthan,Rajsamand,4641130,punawali y 1,3623158,40000,3278,0,0,36722,24-07-2024,24-07-2024
14418,Rajasthan,Ramganjmandi,1203173,mayla a,3624751,65000,2737,127,17778,44358,24-07-2024,24-07-2024
14419,Rajasthan,Ramganjmandi,4641453,Barodiya kalan,3623235,60000,4316,0,0,55684,24-07-2024,24-07-2024
14420,Madhya Pradesh,Ratlam,2750769,Kundal AR,3624766,85000,5785,231,23192,55792,24-07-2024,24-07-2024
14421,Madhya Pradesh,Ratlam,3222723,hamirpada tajpuriya,3624822,85000,5785,178,31253,47784,24-07-2024,24-07-2024
14422,Madhya Pradesh,Ratlam,4420498,Panched Imli chock,3622608,60000,4316,0,0,55684,24-07-2024,24-07-2024
14423,Rajasthan,Rawatbhata,2231952,Luhariya second,3623119,85000,5785,158,12295,66762,24-07-2024,24-07-2024
14424,Madhya Pradesh,Rewa,2637486,Amba Nimhai tola,3624797,85000,5785,258,20125,58832,24-07-2024,24-07-2024
14425,Uttarakhand,Rudrapur,4620134,Aurang nagar khera B,3615685,40000,3278,0,0,36722,24-07-2024,24-07-2024
14426,Uttarakhand,Rudrapur,4620571,Aurang nagar khera B,3615686,40000,3278,0,0,36722,24-07-2024,24-07-2024
14427,Uttarakhand,Rudrapur,4631102,Aurang nagar khera B,3619451,40000,3278,0,0,36722,24-07-2024,24-07-2024
14428,Rajasthan,Sagwara,2047088,jethana vs,3624534,85000,5785,77,5973,73165,24-07-2024,24-07-2024
14429,Rajasthan,Sagwara,2047340,jethana vs,3624536,85000,5785,68,5304,73843,24-07-2024,24-07-2024
14430,Rajasthan,Sagwara,2052597,Wada Punali Dungarpur,3614806,85000,5785,53,4966,74196,24-07-2024,24-07-2024
14431,Rajasthan,Sagwara,2546777,kheda dhani,3623465,85000,5785,268,19823,59124,24-07-2024,24-07-2024
14432,Rajasthan,Sagwara,2573549,kheda dhani,3623466,85000,5785,224,16517,62474,24-07-2024,24-07-2024
14433,Odisha,Sakhigopal,4628825,Budhalinga sahi,3620550,40000,3278,0,0,36722,24-07-2024,24-07-2024
14434,Odisha,Sakhigopal,4643883,kanhupur AB,3623872,50000,3797,0,0,46203,24-07-2024,24-07-2024
14435,Gujarat,Sanjeli,1554327,Bajarvada Mali Faliyu sk,3625347,85000,5785,264,26440,52511,24-07-2024,24-07-2024
14436,Gujarat,Sanjeli,1801833,Nariyani muvadi bilval fliyu NN,3618453,85000,5785,0,0,79215,24-07-2024,24-07-2024
14437,Gujarat,Sanjeli,2139143,rampura faliyu sarmariya,3623539,100000,6594,97,9108,84201,24-07-2024,24-07-2024
14438,Gujarat,Sanjeli,4635981,Kharapani faliyu vankol Dungari  DAR,3621471,60000,4316,0,0,55684,24-07-2024,24-07-2024
14439,Gujarat,Sanjeli,4636067,Kharapani faliyu vankol Dungari  DAR,3621472,60000,4316,0,0,55684,24-07-2024,24-07-2024
14440,Gujarat,Santrampur,1054402,poda faliyu Gadiya mmm,3623756,75000,5245,254,35599,33902,24-07-2024,24-07-2024
14441,Gujarat,Santrampur,2743527,koth faliyu khedapa,3624915,85000,5785,252,23604,55359,24-07-2024,24-07-2024
14442,Gujarat,Santrampur,2883267,Batakwada Faliyu vagosada,3623326,85000,5785,263,26420,52532,24-07-2024,24-07-2024
14443,Gujarat,Santrampur,3046235,Dahyapur Damor faliyu Dp,3624759,85000,5785,289,29002,49924,24-07-2024,24-07-2024
14444,Gujarat,Santrampur,3674127,amba chitrabara faliyu jj,3621772,60000,2689,0,0,57311,24-07-2024,24-07-2024
14445,Gujarat,Santrampur,4547832,Sangada Faliyu Babari,3623997,60000,2689,0,0,57311,24-07-2024,24-07-2024
